,one,two,three,four,key
2082,-0.589915,0.331039,-0.809347,-1.025723,V
2083,1.161905,1.684107,-0.745991,-1.999975,Y
2084,-2.117172,-0.010239,-0.377401,-0.177980,D
2085,1.295716,0.247471,1.072644,1.262212,E
2086,-0.795718,1.746491,1.027151,0.808360,L
2087,-0.886625,0.750006,-0.189798,-0.886489,U
2088,0.600229,0.346893,-0.964183,0.301969,E
2089,0.337826,0.357928,-0.305592,-0.204757,D
2090,0.284065,-0.475925,-1.928877,-0.541696,O
2091,-1.587188,-0.207316,0.623526,1.805417,X
2092,-0.594721,1.844555,1.317938,-0.585562,Z
2093,-0.844721,-0.174380,-0.893249,-0.034181,A
2094,0.877701,-0.833500,-1.103116,-0.438874,M
2095,-0.840252,-0.398777,0.471011,-0.880185,K
2096,0.107760,-0.249894,0.292149,0.280236,E
2097,0.256502,-0.515641,-0.427848,-0.131656,E
2098,-0.464472,0.847580,0.218114,-1.376962,X
2099,-2.243240,1.340444,-0.989608,2.090215,Q
2100,-0.281845,-0.636876,1.542547,-1.419877,K
2101,-1.956707,-1.366782,0.564734,1.061754,W
2102,0.009524,-0.146977,-0.240365,-0.872115,W
2103,-0.800223,-0.552693,-0.381631,0.740126,V
2104,1.106172,-1.312260,-0.126726,-0.206547,O
2105,1.457698,0.129232,-0.532430,0.621234,P
2106,0.536807,-1.249565,1.433634,-1.859663,U
2107,-0.053585,0.419989,-1.671187,2.090185,C
2108,0.953154,-0.690941,-0.771163,0.668616,G
2109,-1.492102,1.295207,-0.162062,1.195177,C
2110,1.477146,0.707040,-0.375411,-0.256929,H
2111,1.176449,-1.331508,0.804580,0.828660,W
2112,-1.608000,-1.621204,-1.396005,0.363633,C
2113,1.848040,0.990711,-0.121021,0.727171,L
2114,1.278876,-2.049601,0.244973,0.071010,M
2115,-1.109269,-0.268453,-0.105718,0.505810,L
2116,0.902220,1.247815,1.907196,-0.654865,V
2117,1.847867,1.190530,-0.200685,-0.404696,S
2118,-0.102677,-0.742873,0.846113,-0.852983,F
2119,-0.564453,-0.397348,0.350501,1.050400,S
2120,-1.293552,-1.250095,-0.830786,-0.326388,R
2121,0.820144,-0.467739,-0.798206,1.018537,U
2122,0.595985,0.312011,-0.710222,-1.210780,H
2123,0.585071,0.611620,-0.716348,1.233392,F
2124,-0.341159,0.319169,0.225748,-2.083487,T
2125,-0.430428,2.008473,-1.472354,0.733950,J
2126,0.447217,-0.316228,-0.483292,0.600437,J
2127,0.464366,1.224277,0.192175,-0.877999,L
2128,-0.986440,0.516825,2.156350,-0.380695,Z
2129,0.884619,1.100955,0.763288,-0.138244,O
2130,0.932753,1.682284,-0.183831,-0.716874,R
2131,-1.766383,1.525333,0.458188,1.239401,P
2132,0.407690,0.581000,-2.059160,0.798501,F
2133,-0.216083,-0.602205,1.101334,0.374456,M
2134,-1.894580,-1.321390,1.382084,0.059795,D
2135,0.064558,1.206327,-1.229178,2.038541,C
2136,0.999285,1.054806,0.217628,2.418391,W
2137,0.807806,-0.038991,0.002744,0.501920,M
2138,0.362450,-0.509894,0.182171,0.891878,S
2139,0.587778,-1.344689,0.259029,0.004743,S
2140,-0.026014,1.136111,0.539126,1.921440,F
2141,-0.068203,-1.406719,-0.076239,1.496880,H
2142,-1.672163,-0.229699,-0.401751,0.973978,Y
2143,-0.527903,-0.964600,1.605550,1.416829,Q
2144,-0.825444,0.391830,0.029526,1.047035,A
2145,-0.161680,-0.220054,0.027770,0.077767,A
2146,-0.545989,-1.252734,0.733985,-1.818144,D
2147,1.304835,0.135176,-0.051955,0.281348,J
2148,1.616766,-0.425095,-0.741907,-0.092026,J
2149,1.285743,-1.589171,-1.002546,1.219493,X
2150,0.088340,0.107705,0.555846,0.147323,P
2151,0.283911,-0.007063,-0.397549,-1.384518,G
2152,0.459121,-1.341949,-0.658431,1.145662,N
2153,-0.032481,-0.218738,0.163634,-0.030041,J
2154,-0.036559,1.903735,0.574032,-0.087273,E
2155,0.123907,0.614961,1.203578,-1.489284,L
2156,0.040330,-1.781425,0.774657,1.486396,J
2157,-0.674286,-2.217052,-0.026331,-0.127621,J
2158,0.454704,-0.066166,0.258888,-1.065803,H
2159,0.639126,0.653479,0.454503,-1.228491,T
2160,0.547455,-0.934555,-0.326027,1.182874,B
2161,-0.462533,0.387680,-1.277437,1.156582,S
2162,0.193616,-0.557677,-0.142008,0.211562,Y
2163,0.428327,-1.993995,0.594410,-0.550990,J
2164,-0.117981,-1.156996,-0.682075,1.152349,T
2165,0.130743,-0.541055,0.282007,-0.296307,I
2166,1.473917,-0.441667,0.089737,0.596336,P
2167,0.198217,0.325259,0.148548,-0.301733,A
2168,-0.363588,0.220801,0.353278,-1.648364,X
2169,0.654024,-0.752905,0.566072,-0.060079,H
2170,0.555729,0.049535,0.350353,-0.559662,I
2171,-0.457677,1.071476,-1.109750,0.323247,N
2172,0.757611,-0.837934,-2.472446,0.781467,R
2173,-1.357964,0.177417,0.314729,-1.287166,S
2174,0.822682,0.335317,0.180305,-0.956136,Q
2175,0.458754,1.879583,0.368753,0.170094,X
2176,1.973899,-0.375219,-0.156014,1.257085,A
2177,1.148762,0.056387,-1.089497,0.531374,U
2178,0.157347,0.976507,-2.072135,-0.204932,R
2179,-1.075974,-0.898732,0.032470,-1.093122,M
2180,-0.445752,-0.315354,0.003505,-0.220182,L
2181,-0.093835,-0.534897,1.446099,-0.193516,F
2182,-0.806510,-0.459220,-0.176134,-1.534125,R
2183,1.207366,0.615445,1.961549,-1.405639,A
2184,0.155654,-1.101682,1.563992,0.802157,R
2185,0.501942,1.937744,-1.364712,-1.954105,V
2186,-0.430996,-0.238606,0.268413,0.250951,P
2187,-0.029112,-0.334365,0.059473,-0.401278,B
2188,0.591718,0.569374,-0.616849,-1.101155,V
2189,0.723415,0.210229,0.920351,-1.459985,N
2190,0.605405,0.472640,0.530802,-1.073190,V
2191,-1.644604,-0.209508,-0.173194,-0.751533,S
2192,1.458433,0.081376,-1.181478,-2.493471,R
2193,0.326270,0.911511,-0.310543,0.766290,N
2194,-1.109456,1.712711,0.045961,-0.242583,W
2195,-0.513184,-0.517965,-0.455023,0.156266,P
2196,-1.646572,-1.528225,0.166653,-1.378103,M
2197,-0.363176,-0.216419,-0.136422,-0.778309,V
2198,-1.459676,0.902044,1.325487,-0.375806,E
2199,1.097221,1.380807,-0.042804,1.138781,I
2200,-1.014461,0.066766,1.108239,1.841549,K
2201,1.008968,-0.812777,-1.333454,-1.763622,A
2202,-0.231163,0.813636,0.723973,0.898903,E
2203,0.600017,2.009650,-1.971002,-0.055914,I
2204,-0.782858,-0.254917,-0.874147,0.155367,S
2205,0.688260,0.547739,-0.705538,-0.846040,H
2206,0.356880,1.948581,-1.154412,0.723855,S
2207,-1.277600,1.577371,-0.758498,-0.132594,Y
2208,-0.206977,-1.768353,0.664570,0.606498,A
2209,-0.192981,-1.782115,-2.343039,-0.614038,J
2210,0.615437,-2.320702,0.653759,0.148264,V
2211,-0.318482,0.540631,0.471528,-0.254900,H
2212,0.391881,-1.034598,0.650668,0.425911,T
2213,-0.585815,1.625709,2.471100,-0.522043,E
2214,-0.071340,1.719767,1.775415,0.307735,J
2215,0.845273,0.603781,1.515318,-0.541773,J
2216,0.779933,-1.097589,-0.170037,-0.276232,H
2217,-0.712105,0.137222,-1.651751,0.034357,B
2218,0.662169,-1.498635,1.194214,1.301102,V
2219,1.001403,-0.457357,-0.775326,1.121039,Q
2220,0.491153,-1.343375,-2.065185,1.008103,D
2221,1.197179,-0.771042,1.000820,-0.781672,U
2222,-0.484391,-0.581796,-0.168502,-1.050849,O
2223,0.108012,-1.470471,0.216944,0.654791,V
2224,-0.783128,0.688979,-0.942779,0.749302,J
2225,1.361007,0.064791,0.765437,1.477720,M
2226,-0.036603,-1.130044,0.865071,-0.819487,J
2227,0.595656,-0.607932,-0.164445,1.686385,N
2228,-1.679649,-0.853923,-0.892870,1.977874,J
2229,0.038761,-0.686051,-1.144928,0.395031,L
2230,0.275663,0.566138,0.261861,1.234170,B
2231,-0.510504,-1.324484,1.850617,0.596553,I
2232,-0.222575,-1.681969,0.478038,-1.439608,C
2233,0.061161,-0.453959,-0.656623,1.298344,N
2234,-0.345415,-0.212531,-0.707621,0.545389,A
2235,0.061188,-0.076381,0.452995,0.494203,E
2236,0.987862,0.459204,0.917768,-0.310396,H
2237,-2.261338,0.232381,-0.923210,1.055448,E
2238,1.375460,0.595459,2.151103,0.770286,A
2239,-0.875445,-0.493343,0.328494,1.225290,C
2240,-0.438850,-1.139062,-2.458169,-0.980765,V
2241,0.714185,1.455841,-0.441073,-0.364929,V
2242,0.278125,-1.625892,-0.031136,0.334199,B
2243,-0.858216,-0.546264,0.562911,-0.107445,A
2244,-0.767838,-1.457208,-1.347815,-0.659532,A
2245,0.148363,-0.334089,-0.532459,0.658068,F
2246,-0.068091,-0.983473,0.630909,1.416703,W
2247,-0.279613,-0.127199,0.472815,-2.722454,V
2248,-1.291995,0.514065,0.761601,-0.448009,O
2249,0.608602,-0.700015,-0.062180,-0.237976,Z
2250,-1.052329,-0.475534,-1.193376,-1.833170,L
2251,-1.437514,0.283827,0.150239,0.061476,J
2252,0.411732,-0.273377,0.583976,0.054682,G
2253,-1.541478,0.093369,0.983736,-0.232910,C
2254,-1.302291,-1.242613,-1.735159,0.546089,Q
2255,-0.658214,-1.121881,0.025114,0.574842,S
2256,1.523602,-0.662956,1.282990,0.122081,N
2257,0.090414,-0.697244,2.601575,1.309709,T
2258,0.555446,1.985945,0.653030,-0.754383,B
2259,0.309615,0.385124,-0.358480,-0.197837,B
2260,0.233595,2.116803,-0.836195,-0.265828,R
2261,-0.275414,0.977527,-1.219667,-1.258478,O
2262,1.454750,1.880761,0.546890,0.598102,V
2263,0.772805,-1.813162,-0.751806,-1.597024,I
2264,-0.000608,1.196627,1.516116,-1.507553,F
2265,0.162157,0.395391,1.344682,0.925256,U
2266,-0.109277,0.672278,-0.841088,-2.003340,T
2267,-0.368744,-0.789496,0.998045,0.170058,W
2268,-2.061405,0.430363,1.274653,0.924722,E
2269,-0.998651,-0.986375,-0.817201,0.890419,I
2270,0.526602,0.887502,-1.300304,0.314121,M
2271,1.161503,-0.184877,-1.505748,0.839945,G
2272,-0.303114,0.756287,-0.421030,-1.497549,C
2273,1.396156,0.843310,0.410193,-1.048668,D
2274,0.528036,-0.768436,0.049095,-1.351708,V
2275,1.155101,-0.185550,-0.215575,-0.631705,B
2276,-0.014269,-0.196492,-0.802865,0.034769,C
2277,-0.010208,0.281741,1.935261,1.203443,C
2278,-0.148223,0.505261,-0.367023,-0.390409,O
2279,0.511354,-0.419185,-0.475502,-0.087410,I
2280,1.001831,0.400503,-2.337727,1.092619,E
2281,1.042191,0.233285,0.121479,0.314023,R
2282,-0.401201,-1.534579,0.514196,-0.327222,W
2283,-0.851035,-1.069943,-1.051531,-1.851765,Q
2284,-1.158770,-0.854808,-0.700711,1.319105,R
2285,1.086480,0.445760,1.907491,-0.977364,H
2286,0.377956,-0.367488,0.424370,-0.935196,U
2287,-0.154690,0.713877,0.099014,-0.522415,O
2288,-1.392477,-0.630955,-1.775950,1.672893,Z
2289,-0.894511,-0.619752,-0.063023,0.215886,R
2290,-0.172947,0.114551,0.135268,-2.395136,U
2291,1.037005,-0.275482,0.182280,-1.314200,D
2292,0.919791,-1.095792,-0.754039,-1.294297,Z
2293,-0.062240,-1.284286,-1.000819,0.740548,N
2294,0.200034,-0.067010,-0.821681,1.623529,N
2295,-1.050104,-0.457719,-0.155269,-0.406234,C
2296,-0.917278,-1.900855,0.531775,0.647589,Q
2297,0.887804,1.398484,0.781175,-0.215388,G
2298,-0.129868,-0.379550,-0.043974,-0.874712,J
2299,-2.056886,0.268511,0.569339,0.052672,C
2300,0.561798,0.262632,-2.267752,0.025666,T
2301,0.245292,-1.242501,-0.944909,0.645798,Z
2302,-0.413589,0.064654,0.897531,-1.010669,D
2303,-0.774270,-0.223667,0.330613,-0.565350,Z
2304,1.513241,0.776415,-0.790767,0.873396,D
2305,-0.584727,-1.767285,2.237849,-2.204541,F
2306,2.349109,0.949889,-0.921824,0.099988,U
2307,0.168915,1.388785,1.419837,2.030449,W
2308,-2.002143,-1.168647,-0.445057,0.541893,X
2309,1.555881,-1.380698,0.541563,0.062790,N
2310,-0.063303,-0.078588,1.198369,0.014336,V
2311,-1.856043,-1.376897,-0.037075,0.261634,K
2312,-0.628331,-0.200233,1.696890,1.990030,Y
2313,0.467699,-0.668767,1.041406,-1.828596,T
2314,1.272428,0.217406,0.854904,0.009395,T
2315,0.635460,-1.186417,0.522019,-0.429506,P
2316,-1.927482,-0.387151,0.953035,0.463224,Q
2317,-1.043339,0.784211,0.526903,-1.665003,J
2318,-0.318301,-0.541621,-0.087015,-0.583123,B
2319,-0.867966,0.671939,1.935430,-0.884433,Q
2320,1.054892,0.944042,-1.176665,1.250708,P
2321,-0.361834,-0.602934,-1.994779,0.082723,W
2322,-1.266632,-0.989651,-0.686605,-0.845689,W
2323,-0.295003,-0.097485,0.587393,-0.746436,S
2324,-0.517272,-0.500176,-0.988690,-0.833805,C
2325,-0.497031,-0.953158,0.362996,-1.173630,Z
2326,-1.052552,0.298829,-1.261409,-1.490707,T
2327,0.332542,-1.530214,-1.605455,-0.735275,V
2328,0.655225,-0.081546,0.464879,1.089593,N
2329,-1.087893,-0.684242,-0.705756,-0.260608,Y
2330,1.346915,1.123150,-0.304426,0.438838,V
2331,0.661729,2.157714,-1.938391,0.126969,U
2332,0.492004,-1.131069,-0.962141,0.000224,B
2333,-0.174038,-1.037731,0.898331,1.136936,J
2334,0.828503,-1.867564,1.985213,-0.656459,C
2335,-1.537319,0.431532,1.019869,0.465268,H
2336,-0.563081,-0.946565,1.130527,0.030807,M
2337,-1.066270,-0.819290,-0.562801,-0.146441,I
2338,0.672393,1.843316,1.462374,-2.332239,Q
2339,0.069085,-2.810628,-0.267317,0.448413,U
2340,-1.039372,-0.868281,-1.533013,-1.263634,B
2341,1.274463,0.815969,0.995870,2.368482,B
2342,0.037563,-0.152019,2.299969,-1.441342,Q
2343,0.462076,-0.473246,-0.173544,0.465229,B
2344,0.499380,-0.726536,-1.634116,-2.075643,M
2345,-1.208482,0.412083,-1.113064,0.433064,B
2346,-1.223458,-1.717198,0.701472,0.086004,L
2347,0.194132,-1.288592,-0.616932,-0.025719,J
2348,-1.598049,-0.647838,1.576988,0.925919,A
2349,-0.842099,-1.267277,0.826146,0.321653,L
2350,0.437028,-0.140800,1.211019,0.577850,A
2351,-0.806770,-0.077483,0.561444,-0.467141,D
2352,-0.805462,1.490125,-0.526474,0.399286,Z
2353,-0.855743,-1.185922,0.182915,-1.853732,V
2354,-0.473523,-1.259003,-1.887316,-0.076996,I
2355,1.499161,-0.692831,-0.521327,-1.241912,H
2356,-0.256425,0.885726,1.210021,0.278302,U
2357,-0.041716,-1.682013,-0.624044,0.170499,F
2358,1.299871,-0.714042,0.930887,1.810522,B
2359,-0.635608,-0.077150,0.256710,-1.889431,K
2360,-1.477349,0.568194,-0.355492,-2.054582,U
2361,0.273615,-0.600507,1.069284,-0.208205,H
2362,0.229928,1.054228,-0.227383,-0.310419,N
2363,-0.015534,-1.622093,-0.082537,0.657254,R
2364,-0.387581,-1.665385,-0.850565,1.454538,L
2365,0.600102,0.542674,0.201988,0.425634,X
2366,-0.992922,0.462519,0.090584,0.752639,V
2367,-1.023118,-0.609769,-0.334789,0.388423,T
2368,-1.614176,2.428935,-0.126366,0.222802,D
2369,-1.477164,-0.510291,1.102692,0.177830,Z
2370,-1.040274,-0.219064,0.301572,-0.258712,K
2371,0.487715,0.437656,-0.300644,-1.899961,R
2372,0.775242,0.324277,-0.679541,0.400468,A
2373,0.521216,-2.084332,-0.558230,0.612825,I
2374,1.672494,1.379320,-0.092304,-0.417681,Y
2375,1.177706,-1.672962,-2.116903,1.245914,G
2376,1.538401,-0.733371,-1.509239,0.790230,P
2377,1.494142,0.201395,-0.193155,-1.978385,F
2378,-0.907869,0.451368,-0.306045,-0.379560,R
2379,-0.070616,0.236190,0.832554,-0.194460,P
2380,-0.435053,-1.478002,-2.291293,-1.108497,K
2381,-1.631451,1.229520,0.164313,-0.520692,A
2382,-0.128774,-1.410265,-0.386793,-0.006736,O
2383,0.198172,0.960193,-0.812569,-1.078380,P
2384,1.039610,-0.851917,1.290585,0.132316,H
2385,-0.307192,-0.047980,-0.019160,-0.524282,J
2386,0.325485,1.099584,-2.248497,-1.125096,Z
2387,-0.525977,0.127298,-0.224456,1.017058,I
2388,1.254745,1.251529,0.457176,0.631635,J
2389,-0.859186,-0.727013,-0.699032,0.307519,F
2390,0.794759,2.006409,1.237465,1.578343,B
2391,-0.009586,-2.120612,0.041275,0.015398,P
2392,2.060689,1.363048,-0.071729,0.244435,Z
2393,-0.741163,0.807740,1.580340,0.916568,J
2394,2.826369,1.360119,-0.202773,-0.116422,E
2395,-0.155049,0.166865,-2.051022,0.946975,M
2396,1.915220,-0.176308,0.049998,-0.653658,M
2397,-0.567808,0.512544,0.290088,0.043901,O
2398,1.129114,-0.041769,-2.077159,-0.783624,O
2399,0.428821,-1.081012,-0.973828,-0.741495,O
2400,-0.113684,0.068121,-0.204387,1.069323,F
2401,-0.990737,-0.064204,-1.573629,0.372081,I
2402,0.734055,-0.009619,-1.119126,-1.121798,F
2403,-1.046913,-0.668622,-0.287284,1.029091,D
2404,-0.549126,-0.594498,-1.279648,-1.124200,S
2405,-0.776680,-0.660557,-0.220698,-1.066122,K
2406,-0.357967,0.348934,-0.388810,0.633647,E
2407,0.428224,0.175886,-1.363640,1.389035,L
2408,1.162191,0.901296,-0.943009,-0.837843,A
2409,-0.849521,-0.436090,-0.011539,-0.922171,O
2410,-0.012366,-0.328321,-0.050081,1.471709,E
2411,-0.468424,-0.011529,-0.818007,1.528423,Q
2412,0.567256,0.664453,0.268266,0.214282,R
2413,-0.746955,-0.307977,-0.979093,0.659930,C
2414,-1.338724,-0.885668,-0.850783,-0.728790,W
2415,-1.245081,0.469268,0.887276,-0.858033,R
2416,1.426836,-0.126661,-0.272094,-0.974791,U
2417,1.052338,-2.562069,0.454598,-0.252576,B
2418,-0.926513,-0.533544,-1.514414,0.548700,D
2419,2.169271,-0.165681,-0.066366,-0.077453,I
2420,0.521031,0.162855,-1.143133,0.119839,C
2421,-0.035420,-0.527066,-1.023660,-0.285687,I
2422,0.395765,0.106476,-0.139066,1.264964,Y
2423,-0.046200,0.182129,0.218830,-0.247568,O
2424,0.247846,-1.070321,0.686827,-0.398327,A
2425,0.079917,-1.823875,1.361087,0.046792,E
2426,-1.050317,-1.097292,0.342749,0.589337,M
2427,-0.340336,0.000297,0.713078,-1.830337,M
2428,0.843790,0.316088,-0.670543,-0.151397,A
2429,-0.246434,0.425192,-0.640603,-1.611846,S
2430,2.095690,-0.458356,-0.276451,-0.444691,V
2431,-0.144756,-1.161020,-1.598742,-0.387452,Y
2432,0.091546,0.745252,0.802367,1.630126,P
2433,-0.738184,-1.471450,1.797126,0.171121,Z
2434,0.690058,-0.201215,0.563336,-0.434827,V
2435,0.062023,-0.983355,-0.753380,1.177431,U
2436,-0.097346,0.778774,-0.594673,-0.422568,J
2437,0.469651,-0.085092,-0.132532,0.071084,F
2438,0.025054,-0.079329,0.670992,-0.988910,I
2439,-1.178180,0.432850,1.110753,0.755185,P
2440,1.362527,-1.281577,-0.113504,0.334886,T
2441,-0.457014,0.225410,1.696791,-1.135225,J
2442,-2.259237,0.105561,-1.364190,2.136726,J
2443,0.124376,1.598111,0.216720,-1.416824,B
2444,0.847525,0.796501,-1.146025,1.641150,O
2445,-0.231924,-0.179756,-0.483469,0.686122,B
2446,1.103928,1.154553,0.868652,1.846675,U
2447,-1.260173,0.378311,0.941903,-0.361021,D
2448,-0.004263,0.859414,1.455401,-0.588019,V
2449,-1.757341,0.021431,-1.294707,0.427311,A
2450,-0.199664,0.744530,0.018540,2.565842,C
2451,0.887273,1.083612,-0.727654,-0.299803,W
2452,-0.571929,0.815324,-1.181201,-0.622614,Z
2453,1.308474,-1.262845,-0.178375,-0.881541,Y
2454,-0.794214,-1.762935,1.037167,0.268144,N
2455,-1.115126,0.073219,-0.655328,0.194968,C
2456,-0.591823,-0.227328,1.557390,-1.042697,A
2457,-1.361978,2.437670,-0.927640,0.411521,G
2458,-2.946904,1.604735,0.491004,0.329823,X
2459,-0.222388,-1.304333,0.176597,-1.621324,U
2460,-0.504320,-1.058035,1.220753,1.738798,C
2461,1.524701,-1.368730,2.051216,-0.923897,X
2462,-0.192806,-1.339518,-0.851617,0.966125,Q
2463,0.225322,1.347617,-0.769231,-0.377254,N
2464,0.487522,1.704111,0.314988,0.624090,P
2465,-0.332621,0.316402,1.274634,-0.884921,W
2466,-1.576309,0.394757,0.362543,1.162648,D
2467,-0.059179,-0.775522,-0.268275,-0.242626,P
2468,0.947078,-2.887634,-0.282390,-1.661971,O
2469,-1.277371,0.910907,-0.073985,-0.409320,N
2470,0.818490,-0.795317,-0.298953,-0.877689,P
2471,-0.669490,-0.466527,0.330411,0.551064,F
2472,-1.942571,2.359614,2.268992,0.188454,S
2473,0.786470,-0.063726,0.232729,-0.341826,J
2474,1.022761,0.302895,0.268705,-0.514932,Q
2475,-0.298678,0.708948,-0.885530,-0.363254,X
2476,1.003366,0.548463,0.825415,-1.726214,X
2477,0.281718,0.060142,-0.667925,-2.146821,G
2478,-1.429615,-2.318200,-1.165771,1.856844,Q
2479,-3.174749,-0.317348,-0.513713,0.260922,L
2480,0.450055,-0.589579,0.486842,1.677240,O
2481,0.231943,-1.119763,-1.296417,-0.770436,N
2482,1.621577,-0.769659,0.060136,0.968441,F
2483,-0.076278,-1.661581,0.860333,-2.767325,G
2484,1.283783,2.853623,-0.944577,0.655884,B
2485,1.231651,-0.705173,-1.113763,0.262650,H
2486,-0.090189,1.020492,-0.321608,0.480955,H
2487,-0.451892,1.533069,-0.065454,1.162878,X
2488,-0.058131,0.132128,0.911523,-0.641999,J
2489,1.237370,-0.257725,1.283355,-0.103588,P
2490,-0.589219,-0.485024,-0.439009,1.040115,Q
2491,0.001467,-1.937790,-1.221428,-0.289006,G
2492,1.070117,1.106729,3.155538,0.513660,K
2493,0.316274,1.366215,0.280928,0.808989,A
2494,0.212641,-1.090031,0.268942,1.688096,O
2495,0.377027,0.488365,0.796180,-0.756784,V
2496,-0.629872,-1.321926,0.186687,-1.525815,C
2497,1.889282,0.011370,0.426157,-0.980388,V
2498,-1.782587,-1.857522,0.982271,-0.004472,K
2499,-0.524318,-0.558420,-0.763947,-0.730012,E
2500,1.036524,2.621425,0.420017,0.184024,T
2501,1.177209,1.834135,-1.771423,-1.229883,V
2502,0.975110,2.333472,1.219664,0.827028,Y
2503,0.103534,0.129899,-0.214703,1.467694,T
2504,-0.722835,-2.175549,-0.992869,-0.549239,P
2505,0.611572,0.896797,0.850143,1.730650,R
2506,-1.285088,-0.313321,-0.911123,-0.334377,G
2507,0.530460,-1.557125,-0.388174,-0.045715,S
2508,0.906784,0.405850,-0.069852,-0.797485,C
2509,-0.480244,1.389864,-0.524220,1.018704,M
2510,0.459637,0.913607,0.133565,0.675664,G
2511,-0.607434,-1.115918,0.722999,0.164858,I
2512,-1.307800,1.416126,0.072138,2.314732,C
2513,0.254706,-0.923885,-1.357832,1.008354,Q
2514,-1.329985,0.425184,-0.458273,-1.614484,H
2515,1.226660,0.451488,1.769191,-2.016181,L
2516,0.248796,-0.883043,-0.673120,-0.086338,P
2517,0.734426,1.422423,0.053384,0.628103,M
2518,2.295161,-0.122678,-0.236602,-2.144380,X
2519,1.330057,-0.887415,1.969445,-0.734534,Y
2520,0.206486,0.162353,0.669408,-0.500142,J
2521,-1.109609,-1.681377,-0.008361,0.975837,G
2522,-0.239630,-0.223248,2.264193,0.055165,W
2523,0.100622,1.132869,1.722101,-1.502809,T
2524,0.850983,0.757304,0.605133,-0.280283,K
2525,-0.361328,0.136946,0.998785,2.916278,C
2526,0.859001,0.049849,-0.277619,0.035272,T
2527,0.249156,0.472175,-0.259835,-0.393609,U
2528,0.380067,0.571103,-0.770618,1.520640,Z
2529,0.149936,0.484949,0.824642,0.824892,R
2530,-0.515439,0.026603,1.011063,-0.082900,G
2531,0.902781,-0.467250,0.997148,-0.337947,A
2532,-0.928088,1.106336,-0.557274,-2.259892,M
2533,-1.104093,-1.678723,1.077494,-0.459554,K
2534,-0.468322,1.716541,0.375762,-0.955275,A
2535,1.135857,1.781535,0.660110,-1.230684,I
2536,0.230698,0.629661,-0.217444,-1.781602,F
2537,0.320476,-2.072669,1.123773,0.793261,H
2538,-1.312424,1.052451,0.349098,-0.500039,L
2539,-0.577342,-1.509993,3.287761,-0.141150,F
2540,-0.968692,-2.288909,0.448007,0.603861,Z
2541,-0.188961,1.269187,0.261618,0.375375,F
2542,1.363363,-0.581247,0.351160,0.675980,O
2543,-1.278736,-1.225892,0.015123,0.336323,M
2544,-0.195331,-0.225199,-0.237514,-0.181927,G
2545,1.413775,-0.410256,0.350871,-1.231042,R
2546,0.295605,1.108576,1.149378,1.289291,T
2547,-0.475485,-0.663833,-0.241063,-0.434033,P
2548,0.726083,2.590092,-0.007665,-0.263555,L
2549,0.341234,1.878277,-0.320078,0.497220,L
2550,0.797480,-1.703342,-0.838419,0.418579,S
2551,1.316345,-2.908661,-1.222750,-0.915632,H
2552,-1.318599,1.086935,0.569086,-1.048591,X
2553,0.848538,1.604098,-0.586341,-0.815577,R
2554,-1.095423,-0.800273,-0.757790,-1.410848,V
2555,-0.641416,1.110678,0.275396,0.913712,P
2556,-1.671903,-0.714714,0.738045,-0.284068,M
2557,0.489631,0.924182,-1.049223,0.684575,X
2558,-1.810986,-0.522329,-2.558288,-0.267909,P
2559,0.171187,-1.142943,-1.184952,1.604935,R
2560,-0.276857,0.357634,-0.700041,0.211568,R
2561,-0.510858,1.427150,0.071538,1.078595,Z
2562,-1.154245,1.095512,0.728444,0.099984,W
2563,1.216007,-0.719322,-0.130575,0.461331,S
2564,-0.346353,-1.098847,0.378872,0.424885,E
2565,-0.746704,-0.400487,-1.248688,-0.493123,H
2566,2.333016,1.295928,0.012576,0.867394,T
2567,-1.735488,-0.212882,-0.126248,-0.613631,M
2568,-1.855933,0.486287,-1.106344,0.101656,P
2569,-0.452995,1.305496,1.358276,-1.582921,H
2570,0.251651,1.111192,0.768615,0.036307,R
2571,0.477589,-0.917262,-0.367114,0.031589,H
2572,-1.366343,0.101786,-0.159364,-0.914281,I
2573,1.277864,0.391310,-0.962775,-0.180722,H
2574,-1.611916,1.671493,1.083836,-0.024178,O
2575,-0.144151,-0.136749,0.526213,0.658043,E
2576,0.059144,-0.397651,0.718597,-0.159858,G
2577,2.967699,0.429262,-0.134184,1.843006,T
2578,1.509524,-2.966753,0.509887,0.717739,B
2579,-0.015365,-0.365675,-1.455915,2.103761,A
2580,2.627908,1.680086,-0.447749,-1.880671,T
2581,-1.074678,0.645738,-0.508029,0.814874,G
2582,0.783982,-0.209858,-0.648702,-0.572840,S
2583,0.101423,-0.753708,0.842774,-0.538726,M
2584,1.294699,-1.155045,0.797855,-0.222024,H
2585,-2.080188,0.278978,-0.731184,-1.519105,T
2586,-2.268434,-2.666567,-0.329478,0.633466,Q
2587,1.113862,-2.799964,-0.304458,1.307135,M
2588,0.112914,1.858407,0.125038,0.227115,B
2589,-1.154823,-0.675801,-1.249476,-0.652902,P
2590,1.610007,-0.923501,-0.323023,0.686127,C
2591,-1.661204,1.549819,0.513609,0.749698,R
2592,0.790823,-0.292087,2.220112,0.033220,E
2593,0.819768,1.710250,-0.490400,0.779300,V
2594,-0.868053,-0.452633,-0.975911,-0.767947,P
2595,-0.846398,1.744103,-0.213770,-1.003302,H
2596,-1.650680,0.175370,0.519079,-0.484089,T
